10	1	2013-12-11	2013-12-20	未通過	2013-10-05
10	2	2013-12-11	2013-12-20	已通過	2013-10-02
10	5	2013-12-11	2013-12-20	已通過	2013-10-01
10	8	2013-12-11	2013-12-20	已通過	2013-10-02
10	12	2013-12-11	2013-12-20	已通過	2013-10-02
10	16	2013-12-11	2013-12-20	未通過	2013-10-03
10	22	2013-12-11	2013-12-20	已通過	2013-10-06
10	27	2013-12-11	2013-12-20	已通過	2013-10-05
10	31	2013-12-11	2013-12-20	未通過	2013-10-05
10	34	2013-12-11	2013-12-20	已通過	2013-10-10
10	38	2013-12-11	2013-12-20	已通過	2013-10-05
10	40	2013-12-11	2013-12-20	未通過	2013-10-07
10	42	2013-12-11	2013-12-20	已通過	2013-10-09
10	46	2013-12-11	2013-12-20	未通過	2013-10-05
10	48	2013-12-11	2013-12-20	已通過	2013-10-05
10	50	2013-12-11	2013-12-20	已通過	2013-10-06
10	56	2013-12-11	2013-12-20	已通過	2013-10-05
10	58	2013-12-11	2013-12-20	未通過	2013-10-03
10	60	2013-12-11	2013-12-20	已通過	2013-10-02
8	6	2014-04-01	2014-04-08	已通過	2013-12-13
8	11	2014-04-01	2014-04-08	已通過	2013-12-28
8	14	2014-04-01	2014-04-08	已通過	2013-12-28
8	17	2014-04-01	2014-04-08	未通過	2014-01-06
8	19	2014-04-01	2014-04-08	已通過	2014-01-01
8	20	2014-04-01	2014-04-08	已通過	2014-01-02
8	27	2014-04-01	2014-04-08	未通過	2014-01-08
8	33	2014-04-01	2014-04-08	已通過	2014-01-01
8	38	2014-04-01	2014-04-08	已通過	2014-01-28
8	41	2014-04-01	2014-04-08	未通過	2014-01-06
8	44	2014-04-01	2014-04-08	已通過	2014-01-13
8	52	2014-04-01	2014-04-08	已通過	2014-01-16
8	57	2014-04-01	2014-04-08	已通過	2014-01-08
8	59	2014-04-01	2014-04-08	已通過	2014-01-06
3	2	2014-11-01	2014-11-11	已通過	2014-08-29
3	5	2014-11-01	2014-11-11	已通過	2014-08-30
3	7	2014-11-01	2014-11-11	已通過	2014-08-28
3	10	2014-11-01	2014-11-11	未通過	2014-08-30
3	12	2014-11-01	2014-11-11	已通過	2014-08-31
3	16	2014-11-01	2014-11-11	已通過	2014-08-31
3	18	2014-11-01	2014-11-11	已通過	2014-08-30
3	21	2014-11-01	2014-11-11	已通過	2014-08-29
3	24	2014-11-01	2014-11-11	已通過	2014-08-30
3	25	2014-11-01	2014-11-11	已通過	2014-08-31
3	30	2014-11-01	2014-11-11	已通過	2014-08-30
3	32	2014-11-01	2014-11-11	已通過	2014-08-30
3	37	2014-11-01	2014-11-11	已通過	2014-08-29
3	39	2014-11-01	2014-11-11	未通過	2014-08-30
3	42	2014-11-01	2014-11-11	已通過	2014-08-31
3	46	2014-11-01	2014-11-11	已通過	2014-08-31
3	48	2014-11-01	2014-11-11	已通過	2014-08-31
3	53	2014-11-01	2014-11-11	已通過	2014-08-29
3	55	2014-11-01	2014-11-11	未通過	2014-08-29
3	56	2014-11-01	2014-11-11	已通過	2014-08-30
3	59	2014-11-01	2014-11-11	已通過	2014-08-30
3	60	2014-11-01	2014-11-11	已通過	2014-08-29
7	2	2015-02-23	2015-02-27	已通過	2014-12-21
7	3	2015-02-23	2015-02-27	未通過	2014-12-21
7	6	2015-02-23	2015-02-27	已通過	2014-12-20
7	9	2015-02-23	2015-02-27	已通過	2014-12-21
7	12	2015-02-23	2015-02-27	已通過	2014-12-22
7	15	2015-02-23	2015-02-27	未通過	2014-12-22
7	17	2015-02-23	2015-02-27	已通過	2014-12-22
7	20	2015-02-23	2015-02-27	已通過	2014-12-21
7	24	2015-02-23	2015-02-27	已通過	2014-12-21
7	27	2015-02-23	2015-02-27	已通過	2014-12-22
7	30	2015-02-23	2015-02-27	已通過	2014-12-22
7	31	2015-02-23	2015-02-27	已通過	2014-12-22
7	35	2015-02-23	2015-02-27	已通過	2014-12-22
7	37	2015-02-23	2015-02-27	已通過	2014-12-21
7	41	2015-02-23	2015-02-27	已通過	2014-12-22
7	43	2015-02-23	2015-02-27	未通過	2014-12-22
7	45	2015-02-23	2015-02-27	已通過	2014-12-22
7	48	2015-02-23	2015-02-27	未通過	2014-12-21
7	50	2015-02-23	2015-02-27	已通過	2014-12-21
7	52	2015-02-23	2015-02-27	已通過	2014-12-22
7	56	2015-02-23	2015-02-27	已通過	2014-12-21
7	59	2015-02-23	2015-02-27	已通過	2014-12-22
7	60	2015-02-23	2015-02-27	未通過	2014-12-21
17	2	2015-04-18	2015-04-23	已通過	2015-02-16
17	3	2015-04-18	2015-04-23	未通過	2015-02-17
17	5	2015-04-18	2015-04-23	已通過	2015-02-15
17	9	2015-04-18	2015-04-23	已通過	2015-02-16
17	12	2015-04-18	2015-04-23	已通過	2015-02-16
17	15	2015-04-18	2015-04-23	已通過	2015-02-17
17	18	2015-04-18	2015-04-23	已通過	2015-02-16
17	22	2015-04-18	2015-04-23	已通過	2015-02-16
17	26	2015-04-18	2015-04-23	已通過	2015-02-17
17	31	2015-04-18	2015-04-23	已通過	2015-02-17
17	32	2015-04-18	2015-04-23	未通過	2015-02-16
17	35	2015-04-18	2015-04-23	已通過	2015-02-17
17	38	2015-04-18	2015-04-23	已通過	2015-02-16
17	42	2015-04-18	2015-04-23	已通過	2015-02-17
17	45	2015-04-18	2015-04-23	未通過	2015-02-17
17	48	2015-04-18	2015-04-23	已通過	2015-02-16
17	55	2015-04-18	2015-04-23	已通過	2015-02-16
17	59	2015-04-18	2015-04-23	已通過	2015-02-17
17	60	2015-04-18	2015-04-23	已通過	2015-02-17
9	2	2015-05-23	2015-05-28	未通過	2015-02-01
9	4	2015-05-23	2015-05-28	未通過	2015-02-24
9	7	2015-05-23	2015-05-28	已通過	2015-01-28
9	10	2015-05-23	2015-05-28	已通過	2015-03-12
9	14	2015-05-23	2015-05-28	已通過	2015-03-20
9	16	2015-05-23	2015-05-28	已通過	2015-02-01
9	17	2015-05-23	2015-05-28	已通過	2015-02-14
9	20	2015-05-23	2015-05-28	已通過	2015-03-19
9	25	2015-05-23	2015-05-28	已通過	2015-03-17
9	27	2015-05-23	2015-05-28	未通過	2015-02-25
9	34	2015-05-23	2015-05-28	已通過	2015-03-18
9	37	2015-05-23	2015-05-28	已通過	2015-02-22
9	44	2015-05-23	2015-05-28	未通過	2015-01-29
9	48	2015-05-23	2015-05-28	已通過	2015-03-14
9	54	2015-05-23	2015-05-28	未通過	2015-02-22
9	55	2015-05-23	2015-05-28	已通過	2015-01-31
9	58	2015-05-23	2015-05-28	未通過	2015-01-31
2	5	2015-08-21	2015-08-30	已通過	2015-05-21
2	9	2015-08-21	2015-08-30	已通過	2015-05-27
2	11	2015-08-21	2015-08-30	未通過	2015-05-22
2	14	2015-08-21	2015-08-30	未通過	2015-06-03
2	16	2015-08-21	2015-08-30	已通過	2015-05-24
2	17	2015-08-21	2015-08-30	未通過	2015-05-24
2	21	2015-08-21	2015-08-30	已通過	2015-06-15
2	23	2015-08-21	2015-08-30	已通過	2015-06-06
2	29	2015-08-21	2015-08-30	已通過	2015-06-13
2	32	2015-08-21	2015-08-30	未通過	2015-06-11
2	36	2015-08-21	2015-08-30	已通過	2015-05-29
2	40	2015-08-21	2015-08-30	已通過	2015-05-27
2	44	2015-08-21	2015-08-30	已通過	2015-05-31
2	48	2015-08-21	2015-08-30	未通過	2015-05-29
2	51	2015-08-21	2015-08-30	已通過	2015-06-07
2	54	2015-08-21	2015-08-30	已通過	2015-06-01
2	57	2015-08-21	2015-08-30	已通過	2015-06-14
2	58	2015-08-21	2015-08-30	已通過	2015-06-13
5	2	2015-08-30	2015-09-06	已通過	2015-06-02
5	4	2015-08-30	2015-09-06	未通過	2015-06-03
5	7	2015-08-30	2015-09-06	已通過	2015-06-12
5	10	2015-08-30	2015-09-06	未通過	2015-06-08
5	12	2015-08-30	2015-09-06	已通過	2015-06-18
5	15	2015-08-30	2015-09-06	已通過	2015-06-14
5	17	2015-08-30	2015-09-06	未通過	2015-06-03
5	20	2015-08-30	2015-09-06	已通過	2015-06-14
5	22	2015-08-30	2015-09-06	已通過	2015-06-22
5	26	2015-08-30	2015-09-06	已通過	2015-06-19
5	31	2015-08-30	2015-09-06	已通過	2015-06-19
5	35	2015-08-30	2015-09-06	已通過	2015-06-19
5	39	2015-08-30	2015-09-06	已通過	2015-06-18
5	43	2015-08-30	2015-09-06	已通過	2015-06-14
5	47	2015-08-30	2015-09-06	已通過	2015-06-05
5	48	2015-08-30	2015-09-06	已通過	2015-06-22
5	49	2015-08-30	2015-09-06	已通過	2015-06-27
5	52	2015-08-30	2015-09-06	已通過	2015-06-28
5	54	2015-08-30	2015-09-06	未通過	2015-06-03
5	56	2015-08-30	2015-09-06	已通過	2015-06-21
5	60	2015-08-30	2015-09-06	未通過	2015-06-03
4	1	2015-09-21	2015-09-27	已通過	2015-06-20
4	6	2015-09-21	2015-09-27	未通過	2015-07-20
4	13	2015-09-21	2015-09-27	未通過	2015-06-30
4	19	2015-09-21	2015-09-27	已通過	2015-07-17
4	22	2015-09-21	2015-09-27	已通過	2015-06-24
4	25	2015-09-21	2015-09-27	已通過	2015-06-22
4	28	2015-09-21	2015-09-27	已通過	2015-07-01
4	34	2015-09-21	2015-09-27	已通過	2015-07-03
4	36	2015-09-21	2015-09-27	已通過	2015-06-24
4	38	2015-09-21	2015-09-27	已通過	2015-06-24
4	40	2015-09-21	2015-09-27	已通過	2015-07-18
4	46	2015-09-21	2015-09-27	未通過	2015-07-06
